id,label,name,boost
activity:cfc5a6db,Activity,Meiji Shrine,1.0
activity:3bac2586,Activity,Takeshita Street,1.0
activity:6a815a8b,Activity,Omotesando,1.0
activity:7a170f3f,Activity,TeamLab Planets,1.0
activity:bfc34f9e,Activity,Ginza,1.0
activity:e09cb891,Activity,Hakone Açık Hava Müzesi,1.0
activity:8405994b,Activity,Picasso Pavilion,1.0
activity:3ffc366c,Activity,Hakone Teleferiği,1.0
activity:94dfcef6,Activity,Owakudani Vadisi,1.0
activity:297cecda,Activity,Ashinoko Tekne Gezisi,1.0
activity:906fe54d,Activity,Kiyomizu Tapınağı,1.0
activity:7cfe6053,Activity,Kinkaku-ji,1.0
activity:6d2d1bc2,Activity,Geisha & Maiko Gösterisi,1.0
activity:2b15ac43,Activity,Nara Park,1.0
activity:752820e3,Activity,Kasuga Taisha,1.0
activity:c69419b4,Activity,Tenryu-ji Tapınağı,1.0
activity:4c704993,Activity,Monkey Park Iwatayama,1.0
activity:a0728eac,Activity,Teshima Yokoo Evi,1.0
trip:929d059d,Trip,ARLES TURU 03 – 06 EKİM,1.0
city:74b004fd,City,Arles,1.0
city:a76b712f,City,Avignon,1.0
city:22eb4ae9,City,Les Baux-de-Provence,1.0
city:a1690cad,City,L'Isle-sur-la-Sorgue,1.0
activity:e5b64203,Activity,LUMA Müzesi,1.0
activity:b848ace1,Activity,Van Gogh Müzesi,1.0
activity:c44d954b,Activity,Art Tour,1.0
activity:2be876c8,Activity,Avignon Gezisi,1.0
activity:aa036175,Activity,Chateau Estoublon,1.0
activity:3cd675b4,Activity,Les Baux-de-Provence Gezisi,1.0
activity:6d68c82a,Activity,L'Isle-sur-la-Sorgue Gezisi,1.0
restaurant:10bc6cff,Restaurant,Restaurant L'Oriel,1.0
restaurant:fe728f67,Restaurant,Café Tadoa Ando,1.0
restaurant:268582a2,Restaurant,La Taula Gallici's Gourmet Restaurant,1.0
trip:ca6c3f28,Trip,PUGLIA TURU 07 – 11 EKİM,1.0
city:53b93733,City,Bari,1.0
city:f39f1f6f,City,Alberobello,1.0
city:ca9b8c4b,City,Matera,1.0
city:bda8694d,City,Monopoli,1.0
city:9f3854d4,City,Polignano a Mare,1.0
city:72fa0f93,City,Lecce,1.0
hotel:393586a9,Hotel,Canne Bianche Lifestyle & Hotel,1.0
activity:a999e171,Activity,Alberobello Trulli Evleri,1.0
activity:429fc857,Activity,Matera Gezisi,1.0
activity:220c2088,Activity,Monopoli Gezisi,1.0
activity:549b034b,Activity,Polignano a Mare Gezisi,1.0
activity:ea2308b7,Activity,Lecce Şehir Gezisi,1.0
activity:d95621fe,Activity,Santa Croce Bazilikası,1.0
activity:ad05f992,Activity,San Giuseppe Kilisesi,1.0
activity:c767837a,Activity,Palazzo dei Celestini,1.0
activity:f0223773,Activity,Sant'Oronzo Meydanı,1.0
activity:01665fba,Activity,Antik Roma Amfitiyatrosu,1.0
activity:c58ddfba,Activity,Bari Şehir Gezisi,1.0
activity:c3b57cc8,Activity,Saint Nicholas Bazilikası,1.0
activity:f03ef433,Activity,San Sabino Katedrali,1.0
activity:3017d6c5,Activity,Hohenstaufen Kalesi,1.0
activity:5d809466,Activity,Old Town,1.0
activity:6fc7a781,Activity,Strada delle Orecchiette,1.0
trip:eaf53a20,Trip,PROVENCE TURU 4 – 7 MAYIS,1.0
city:a15db730,City,Provence,1.0
city:47e4dfc3,City,L’Isle-sur-la-Sorgue,1.0
city:6881b6df,City,Roussillon,1.0
city:f7479b34,City,Gordes,1.0
city:185f1e5f,City,Saint-Rémy-de-Provence,1.0
activity:825104cc,Activity,Chateau La Coste Art Tour,1.0
activity:a68de59f,Activity,L’Isle-sur-la-Sorgue Gezisi,1.0
activity:09e73093,Activity,Roussillon Gezisi,1.0
activity:cb216327,Activity,Gordes Gezisi,1.0
activity:1742e4a6,Activity,Saint-Rémy-de-Provence Gezisi,1.0
activity:5ffa8a7f,Activity,Arles Gezisi,1.0
restaurant:489285d6,Restaurant,Tadao Ando Café Restaurant,1.0
restaurant:d8c82b6f,Restaurant,Chateau d’Estoublon,1.0
trip:f8242132,Trip,59. Venedik Bienali,1.0
activity:cd2242e1,Activity,Peggy Guggenheim Müzesi,1.0
activity:0485b208,Activity,Galleria dell’Accademia,1.0
activity:439d5c30,Activity,Palazzo Manfrin,1.0
activity:a7c1ee60,Activity,Giardini Bienali,1.0
restaurant:dabb5dd3,Restaurant,Trattoria Alla Madonna,1.0
trip:79aebc5f,Trip,Dubai Programı,1.0
city:3c40d285,City,Dubai,1.0
country:9b32b0b4,Country,Birleşik Arap Emirlikleri,1.0
hotel:316a03ea,Hotel,Atlantis The Royal,1.0
activity:ec80fd3b,Activity,Dubai Creek – Old Town,1.0
activity:e89c43df,Activity,Museum of the Future,1.0
activity:19320cf1,Activity,Dubai Mall,1.0
restaurant:c4070c75,Restaurant,Nobu Restaurant - Atlantis the Palm,1.0
trip:3748d9bb,Trip,İzmir’in En Güzel Köyleri - Şirince & Urla,1.0
city:313be506,City,Urla,1.0
hotel:b04cec0b,Hotel,Güllü Konak,1.0
activity:66579419,Activity,Şirince Çarşısı,1.0
activity:8ae353bf,Activity,Aziz John Baptist Kilisesi,1.0
activity:e6f2f445,Activity,Hodri Meydan Kulesi,1.0
activity:ee62c501,Activity,Şarap Mahzenleri,1.0
activity:bc8b2bc1,Activity,Nesin Matematik Köyü,1.0
activity:363a1413,Activity,Key Museum,1.0
activity:15107afb,Activity,Urla Sanat Sokağı,1.0
activity:e5c54b13,Activity,Necati Cumali Anı Evi,1.0
activity:d875e2ae,Activity,Yorgo Seferis’in doğduğu ev,1.0
activity:25753de3,Activity,Tanju Okan Parkı,1.0
activity:faaed0c5,Activity,Malgaca Pazarı,1.0
restaurant:04cc4a25,Restaurant,Artemis Restaurant ve Şarapevi,1.0
restaurant:c112cd73,Restaurant,Yengeç Restoran - Urla İskele,1.0
trip:850f756c,Trip,Toskana Gezisi,1.0
city:b7827ac0,City,Bologna,1.0
city:7611c61b,City,Floransa,1.0
city:086bc7c0,City,Chianti,1.0
city:f0ad4ba3,City,San Gimignano,1.0
city:948d97a5,City,Siena,1.0
city:ef3df1af,City,Cortona,1.0
city:11028352,City,Orvieto,1.0
city:60d99e58,City,Roma,1.0
hotel:19670d0a,Hotel,Hotel Cerretani Firenze – Mgallery,1.0
activity:e6fe959a,Activity,Santa Maria del Fiore Katedrali,1.0
activity:f56256cf,Activity,Vaftizhane (Battistero di San Giovanni),1.0
activity:69e66f85,Activity,Piazza della Signoria,1.0
activity:c64e6284,Activity,Palazzo Vecchio,1.0
activity:af99017f,Activity,Uffizi Galerisi,1.0
activity:7097819b,Activity,Antinori nel Chianti Classico Şaraphanesi,1.0
activity:292ee036,Activity,San Gimignano UNESCO Dünya Mirası,1.0
activity:ca6c4ba7,Activity,Siena Şehir Merkezi,1.0
activity:e5803ffa,Activity,Cortona Tarihi Sokaklar,1.0
activity:5393f0aa,Activity,Orvieto Katedrali,1.0
activity:aa8d6fa5,Activity,Orvieto Yer Altı Tünelleri,1.0
restaurant:615f34eb,Restaurant,Buca Mario,1.0
restaurant:e5e688ce,Restaurant,Osteria delle Tre Panche,1.0
restaurant:3725b295,Restaurant,Ristorante Storico Sabatini,1.0
restaurant:9099a032,Restaurant,Buca Lapi,1.0
restaurant:91345fa2,Restaurant,Antico Ristorante Paoli 1827,1.0
trip:b08584c5,Trip,Avustralya – Yeni Zelanda,1.0
city:417c7382,City,Melbourne,1.0
hotel:ac4ef7c9,Hotel,Park Hyatt Sydney,1.0
activity:e3f25c5a,Activity,The Rocks,1.0
activity:bd01396c,Activity,Botanik Bahçeleri - Sydney,1.0
activity:6d10d1ec,Activity,Macquarie Caddesi,1.0
activity:f27e3f51,Activity,Hyde Park,1.0
activity:56649941,Activity,St. Mary Katedrali,1.0
activity:b871524e,Activity,Mrs Macquarie’s Chair,1.0
activity:9cc7bc5d,Activity,Sydney Opera Binası,1.0
activity:c97b3138,Activity,Sydney Köprüsü,1.0
activity:838cda24,Activity,Bondi Plajı,1.0
activity:47d26902,Activity,Oxford Caddesi,1.0
activity:b145bc97,Activity,Paddington,1.0
trip:0a98d177,Trip,Hindistan Gezisi,1.0
city:d6c14539,City,Varanasi,1.0
city:edd75271,City,Jaipur,1.0
city:218d9c6e,City,Udaipur,1.0
city:76597d97,City,Delhi,1.0
country:4c85b766,Country,Hindistan,1.0
hotel:44dc6a26,Hotel,Brijrama Palace,1.0
hotel:e8067581,Hotel,Rambagh Palace,1.0
hotel:1ca1e20d,Hotel,Taj Lake Palace,1.0
activity:dff73087,Activity,Ganj Nehri Aarti Töreni,1.0
activity:c77f239b,Activity,Kashi Vishwanath Tapınağı,1.0
activity:8cfaf1af,Activity,Sarnath,1.0
activity:981b3b1a,Activity,Amber Fort,1.0
activity:5b9c83a4,Activity,City Palace - Jaipur,1.0
activity:290201b9,Activity,Hawa Mahal,1.0
activity:294c7179,Activity,Jantar Mantar,1.0
activity:fae42969,Activity,City Palace - Udaipur,1.0
activity:52c8ba44,Activity,Crystal Gallery,1.0
activity:b879d163,Activity,Pichola Gölü,1.0
activity:a86469b0,Activity,Muson Sarayı,1.0
activity:503225fc,Activity,Humayun’un Mezarı,1.0
activity:0ea79176,Activity,Cumhurbaşkanlığı Sarayı,1.0
activity:6651ca3c,Activity,Hindistan Kapısı,1.0
activity:5ed8c42c,Activity,Jama Mescidi,1.0
activity:86264056,Activity,Chandni Chowk,1.0
activity:e9900789,Activity,Laxmi Narayan Tapınağı,1.0
restaurant:11de8e81,Restaurant,Udayan Terrace,1.0
restaurant:5b3fa0f0,Restaurant,Neelkamal Restaurant,1.0
restaurant:aa7c7aae,Restaurant,Spice Route,1.0
restaurant:485e5294,Restaurant,Bukhara - ITC Maurya Hotel,1.0
restaurant:17705f53,Restaurant,City Palace Özel Akşam Yemeği,1.0
restaurant:8da28230,Restaurant,Mewar Terrace,1.0
trip:93beb6a1,Trip,Meksika Gezisi,1.0
city:e04f3afa,City,Mexico City,1.0
city:259e06b5,City,Mérida,1.0
city:942d6784,City,Chichen Itza,1.0
city:10cb76b1,City,Cancún,1.0
country:c78273b5,Country,Meksika,1.0
hotel:05012e0f,Hotel,The St. Regis Mexico City,1.0
activity:19327ad1,Activity,Centro Histórico,1.0
activity:8e049b6e,Activity,Zócalo Meydanı,1.0
activity:d2d3edfb,Activity,Templo Mayor,1.0
activity:8dc00995,Activity,Palacio de Bellas Artes,1.0
activity:8c58535b,Activity,Plaza Manuel Tolsá,1.0
activity:f967a5ee,Activity,Antropoloji Müzesi,1.0
activity:bf039e5f,Activity,Coyoacán & Frida Kahlo Müzesi,1.0
activity:25558edf,Activity,Polanco,1.0
activity:942d6784,Activity,Chichen Itza,1.0
activity:6bb95b2d,Activity,Kukulkan Piramidi,1.0
activity:974c2720,Activity,Plaza Grande,1.0
activity:ea688316,Activity,San Ildefonso Katedrali,1.0
activity:b07ac5b1,Activity,Parque de Santa Lucía,1.0
activity:b915cceb,Activity,Iglesia de Santa Lucía,1.0
activity:846bee6f,Activity,Tekila & Mezcal Tadımı,1.0
restaurant:33595980,Restaurant,Göl kenarında özel yemek,1.0
restaurant:58e7abd3,Restaurant,Woodend Restaurant,1.0
restaurant:80d3bfc6,Restaurant,Ixi’im,1.0
restaurant:bf0c833f,Restaurant,Ki’ol,1.0
trip:25f97247,Trip,Sicilya Gezisi,1.0
city:ca25aef4,City,Katanya,1.0
city:ec010995,City,Taormina,1.0
city:fa3b4698,City,Savoca,1.0
city:1c65b316,City,Forza d’Agrò,1.0
city:dd045cee,City,Syracuse,1.0
city:29323008,City,Ragusa,1.0
city:8669fecf,City,Palermo,1.0
hotel:4f4873e1,Hotel,Hotel Metropole Taormina,1.0
activity:b8f12890,Activity,Corso Umberto,1.0
activity:f322ad00,Activity,Piazza IX Aprile,1.0
activity:eaa56022,Activity,Porta Messina,1.0
activity:f22a6eb2,Activity,Porta Catania,1.0
activity:2395acbe,Activity,Teatro Greco,1.0
activity:d949c23e,Activity,Villa Comunale Bahçeleri,1.0
activity:32b847a4,Activity,Bar Vitelli,1.0
activity:ae27c6ab,Activity,Godfather Film Kilisesi - Savoca,1.0
activity:eef4c0d5,Activity,Forza d’Agrò Ortaçağ Köyü,1.0
activity:5398fcd3,Activity,Piazza del Municipio - Forza d’Agrò,1.0
activity:4e5b0c11,Activity,Etna Yanardağı,1.0
activity:c912e039,Activity,Ortigia Adası,1.0
activity:b1582459,Activity,Ortigia Meydanı,1.0
activity:fb9337b3,Activity,Syracuse Katedrali,1.0
activity:e4ae5039,Activity,Arethusa Çeşmesi,1.0
activity:015eedf0,Activity,Ragusa Ibla,1.0
activity:00cb41ba,Activity,Cattedrale di San Giovanni Battista,1.0
activity:57ca499e,Activity,Chiesa di Santa Maria delle Scale,1.0
activity:cfd905c5,Activity,Palazzo della Cancelleria,1.0
activity:b0ff6f3d,Activity,Chiesa Anime Sante del Purgatorio,1.0
activity:e7111af3,Activity,Duomo di San Giorgio,1.0
activity:195fcd5c,Activity,Giardini Iblei,1.0
activity:8f8d7b8b,Activity,Santa Maria dello Spasimo Kilisesi,1.0
restaurant:71e2f6d0,Restaurant,Osteria Rosso Divino,1.0
restaurant:a6f52efa,Restaurant,Doba Restaurant and Terrace,1.0
trip:0df60f69,Trip,Porto Gezisi,1.0
city:71d6c631,City,Porto,1.0
country:d461f393,Country,Portekiz,1.0
hotel:95e8a656,Hotel,Maison Albar Hotels Le Monumental Palace,1.0
activity:5a9fe6f3,Activity,Tuktuk Gezisi & Rehberli Yürüyüş Turu,1.0
activity:225bddd8,Activity,Boavista,1.0
activity:e6d83cbb,Activity,Foz do Douro,1.0
activity:5ad0d66e,Activity,São Francisco Kilisesi,1.0
activity:9a85f37f,Activity,Palácio da Bolsa,1.0
activity:af5bbf96,Activity,São Bento Tren İstasyonu,1.0
activity:de320d7c,Activity,Porto Katedrali,1.0
activity:488d8db6,Activity,Liberdade Meydanı,1.0
activity:d1098c9b,Activity,Batalha Meydanı,1.0
activity:c3b9ed95,Activity,Ribeira Bölgesi,1.0
activity:ac24e4e1,Activity,Torre dos Clérigos,1.0
activity:8addd134,Activity,Santa Catarina Caddesi,1.0
activity:34cab049,Activity,Lello Kütüphanesi,1.0
activity:173ce3d2,Activity,Serralves Müzesi,1.0
activity:b54efab9,Activity,Six Bridges Tekne Turu,1.0
activity:213c83c8,Activity,Gaia Şarap Evleri,1.0
activity:f0f7e6f0,Activity,Churchill Graham Şaraphanesi,1.0
restaurant:96dc90d1,Restaurant,Enoteca 1756 Restaurant,1.0
restaurant:5d3c396b,Restaurant,Marisqueira A Antiga,1.0
restaurant:83986660,Restaurant,Casa de Chá de Boa Nova,1.0
restaurant:24458dc3,Restaurant,Vinum Restaurant & Wine Bar,1.0
trip:78e11708,Trip,Kahire Gezisi,1.0
hotel:52a9710a,Hotel,Four Seasons Hotel Cairo at Nile Plaza,1.0
activity:0576a07a,Activity,Sfenks,1.0
activity:bbfa0057,Activity,Khufu Piramidi,1.0
activity:21551743,Activity,Deve Gezisi - Piramitler,1.0
activity:5f76d4af,Activity,Büyük Mısır Müzesi,1.0
activity:d48113d9,Activity,Sultan Hassan Camii,1.0
activity:50fff2b6,Activity,El Refaei Camii,1.0
activity:8e46bc45,Activity,Mısır Müzesi - Eski Müze,1.0
activity:fb53b385,Activity,Nil Nehri Felucca Tekne Gezisi,1.0
restaurant:5c389dc2,Restaurant,Riviera - Four Seasons Hotel Cairo at Nile Plaza,1.0
trip:51e96bc9,Trip,Endülüs Gezisi,1.0
city:9d3ae5b2,City,Granada,1.0
city:82bd8285,City,Córdoba,1.0
city:ba5feb35,City,Sevilla,1.0
city:d791d6ba,City,Ronda,1.0
activity:3b1354f3,Activity,Elhamra Sarayı,1.0
activity:9613828e,Activity,Generalife Bahçeleri,1.0
activity:656d00b3,Activity,Alcazaba,1.0
activity:8cdddedc,Activity,Partal,1.0
activity:591122bd,Activity,Nasrid Sarayı,1.0
activity:4a338768,Activity,Realejo Mahallesi,1.0
activity:81b54396,Activity,Comendadoras de Santiago,1.0
activity:e27540b0,Activity,Dominicans of Santo Domingo,1.0
activity:9aa39d23,Activity,Fundación Rodriguez-Acosta Sanat Müzesi,1.0
activity:f888c0ac,Activity,Carmen de los Mártires Bahçesi,1.0
activity:131159af,Activity,Capilla Real,1.0
activity:f8f2f577,Activity,Las Granadas Kapısı,1.0
activity:0ff2a0a9,Activity,Mezquita Camii - Córdoba,1.0
activity:b8e58fd9,Activity,Alcazar Kalesi - Córdoba,1.0
activity:ab8d8a9e,Activity,Plaza Corredera - Córdoba,1.0
activity:4dc04884,Activity,Musevi Mahallesi - Córdoba,1.0
activity:8f28dde1,Activity,Sevilla Katedrali,1.0
activity:f95d1bd4,Activity,Giralda Kulesi,1.0
activity:9164a49f,Activity,Alcázar - Sevilla,1.0
activity:32bde9af,Activity,Altın Kule (Torre del Oro),1.0
activity:fb0dc5ba,Activity,Maria Luisa Parkı,1.0
activity:47c21542,Activity,El Alamillo Köprüsü,1.0
activity:10846bf9,Activity,Puente Nuevo - Ronda,1.0
activity:0a385948,Activity,El Tajo Kanyonu,1.0
activity:82349f61,Activity,Casa del Rey Moro,1.0
activity:79ffe749,Activity,Ronda Tarihi Sokakları,1.0
activity:798c8358,Activity,Plaza de Toros - Ronda,1.0
trip:6e3e4464,Trip,Avustralya Gezisi,1.0
city:7ba5643f,City,Ballarat,1.0
city:8eb23c9d,City,Hobart,1.0
city:851819ad,City,Adelaide,1.0
city:6c36b0e9,City,Hahndorf,1.0
city:1e8ea608,City,Barossa Valley,1.0
city:e744ff67,City,Brisbane,1.0
city:cf8e0e32,City,Surfers Paradise,1.0
city:b36459fa,City,Canberra,1.0
hotel:e7e59e2a,Hotel,"The Tasman, a Luxury Collection Hotel, Hobart",1.0
activity:45c2c3bc,Activity,Royal Exhibition Binası - Melbourne,1.0
activity:854224b6,Activity,Sanat Galerisi - Melbourne,1.0
activity:3a106a02,Activity,Parlamento ve Hazine Binası - Melbourne,1.0
activity:ad03ac30,Activity,Fitzroy Gardens & Captain Cook’un Evi,1.0
activity:bea08ed3,Activity,Melbourne Müzesi,1.0
activity:0b4ff441,Activity,Franklin Meydanı - Hobart,1.0
activity:02bc2bcd,Activity,Sullivan’s Cove,1.0
activity:548df1b5,Activity,Anayasa Limanı - Hobart,1.0
activity:fc299725,Activity,Mount Wellington,1.0
activity:db31340a,Activity,Alman Kasabası Hahndorf,1.0
activity:6652758e,Activity,Barossa Valley Şarap Bağları,1.0
activity:bad909ac,Activity,Brisbane Şehir Turu,1.0
activity:36ba5841,Activity,Ateş Böceği Mağarası,1.0
activity:08306cde,Activity,Surfers Paradise - Gold Coast,1.0
activity:001791dd,Activity,Hyde Park Barracks - Sydney,1.0
activity:3e143a78,Activity,Anzac-Atatürk Anıtı,1.0
activity:a2d000a4,Activity,Sydney Harbour Bridge,1.0
activity:6a37d315,Activity,Darling Harbour,1.0
activity:3632e81b,Activity,Ulusal Müze - Sydney,1.0
activity:2661fd1a,Activity,Sydney Opera House,1.0
activity:323dbe26,Activity,Canberra Şehir Turu,1.0
restaurant:a8d59933,Restaurant,Nehir Kenarı Restoran - Adelaide,1.0
restaurant:1cf8a8d2,Restaurant,Yerel Lüks Restoran - Adelaide,1.0
trip:cce886ad,Trip,Barselona Gezisi,1.0
city:db31870d,City,Girona,1.0
hotel:38bf3157,Hotel,Almanac Barcelona,1.0
activity:8939c2d0,Activity,La Rambla,1.0
activity:ca012884,Activity,Sagrada Familia,1.2
activity:0964b8ac,Activity,Ciutadella Park,1.0
activity:0ec6afb8,Activity,Plaza España,1.0
activity:9ee5783f,Activity,Girona Gotik Katedrali,1.0
restaurant:d329e087,Restaurant,Maná 75,1.0
restaurant:331a37bf,Restaurant,El Tribut,1.0
restaurant:12a27e4f,Restaurant,BarcelonaMilona,1.0
restaurant:a9fdb65a,Restaurant,Restaurant Normal,1.0
trip:1011df1c,Trip,Puglia Gezisi,1.0
city:64c9ea03,City,Locorotondo,1.0
activity:8a91c66f,Activity,Santa Croce Bazilikası - Lecce,1.0
activity:277bc882,Activity,San Giuseppe Kilisesi - Lecce,1.0
activity:428bfa99,Activity,Palazzo dei Celestini - Lecce,1.0
activity:0bf5a584,Activity,Sant’Oronzo Meydanı - Lecce,1.0
activity:73014101,Activity,Roma Amfi Tiyatrosu - Lecce,1.0
activity:1abf1d02,Activity,Trulli Evleri - Alberobello,1.0
activity:4addddf9,Activity,Locorotondo Şehir Gezisi,1.0
activity:6b483cee,Activity,Monopoli Tarihi Merkezi,1.0
activity:9f3854d4,Activity,Polignano a Mare,1.0
activity:d061c35e,Activity,Domenico Modugno Heykeli - Polignano a Mare,1.0
activity:eab17527,Activity,Matera Kaya Evleri,1.0
activity:57a88988,Activity,Matera Kiliseleri ve Mağaraları,1.0
activity:4f8eb135,Activity,Napoli Tarihi Merkezi,1.0
activity:0485f998,Activity,Vezüv Yanardağı,1.0
activity:560e412f,Activity,Pompei Antik Kenti,1.0
restaurant:2b26808c,Restaurant,Ristorante Blunotte,1.0
restaurant:d91f8f12,Restaurant,Ristorante La Cantina,1.0
restaurant:65a1439f,Restaurant,Pizzeria Casa Pinto,1.0
trip:a2e41bec,Trip,Alegra Benardete ile Sicilya’da Nefes,1.0
city:50c7beb2,City,Siracusa,1.0
city:ff8dfd5f,City,Ortigia,1.0
city:f328a6e4,City,Noto,1.0
hotel:3d5c1a7d,Hotel,Casa Di Melo Otel,1.0
activity:389feb56,Activity,Ortigia Roma Amfi Tiyatrosu,1.0
activity:78943b86,Activity,Duomo Meydanı - Ortigia,1.0
activity:f488de3d,Activity,Fonte Arethusa,1.0
activity:a521b0b8,Activity,Maniace Kalesi,1.0
activity:56b604de,Activity,Arşimed Meydanı,1.0
activity:dd4735de,Activity,Corso Vittorio Emanuele - Noto,1.0
activity:36691019,Activity,Chiesa di San Francesco - Noto,1.0
activity:d72538d2,Activity,Duomo - Noto,1.0
activity:0dd24539,Activity,Palazzo Ducezio - Noto,1.0
activity:6056d0dd,Activity,Palazzo Nicolaci - Noto,1.0
activity:bd051081,Activity,Chiesa di San Carlo - Noto,1.0
activity:cef566a1,Activity,MAT Museum - Noto,1.0
activity:162da777,Activity,Siracusa Arkeoloji Parkı,1.0
activity:5c5345ef,Activity,Latomie - Siracusa,1.0
activity:34fe59ed,Activity,Yunan Tiyatrosu - Siracusa,1.0
activity:8acbb12a,Activity,Roma Amfi Tiyatrosu - Siracusa,1.0
activity:0384153a,Activity,Taormina Gezisi,1.0
trip:72d1ed03,Trip,Arjantin Gezisi,1.0
city:90491ab2,City,Ushuaia,1.0
city:288fe770,City,Puerto Madryn,1.0
activity:f111a78b,Activity,Tango Gösterisi - Buenos Aires,1.0
activity:a0114eb6,Activity,Tierra del Fuego Milli Parkı - Ushuaia,1.0
activity:b718ca03,Activity,Beagle Kanalı - Ushuaia,1.0
activity:ce09c4a7,Activity,Peninsula Valdes - Puerto Madryn,1.0
restaurant:0942c4f3,Restaurant,Tango House,1.0
trip:3eecd4a6,Trip,Bangkok & Hong Kong Gezisi,1.0
city:9690a92f,City,Macau,1.0
city:db1e8c64,City,Hong Kong,1.0
country:6bc00b77,Country,Çin,1.0
hotel:b22c1b19,Hotel,Lebua at State Tower Hotel,1.0
activity:a1a90aba,Activity,Grand Palace & Wat Phra Kaew - Bangkok,1.0
activity:f8f0fa6e,Activity,Wat Pho Tapınağı - Bangkok,1.0
activity:388d42e7,Activity,Wat Arun Tapınakları - Bangkok,1.0
activity:59292fdb,Activity,Royal Barge Ulusal Müzesi - Bangkok,1.0
activity:664e2d70,Activity,Wang Lang Market - Bangkok,1.0
activity:54ffe429,Activity,Pak Khlong Talat Çiçek Pazarı - Bangkok,1.0
activity:bae46033,Activity,Çiçek Kültürü Müzesi - Bangkok,1.0
activity:f6ea38a4,Activity,Wat Suthat Tapınağı - Bangkok,1.0
activity:a35f4e4e,Activity,Aziz Paulo Katedrali Harabesi - Macau,1.0
activity:f489fb54,Activity,Macau Müzesi,1.0
activity:88d2391b,Activity,Macau Kulesi,1.0
activity:ece6c99a,Activity,Monte Hisarı,1.0
activity:e417dec2,Activity,A-Ma Tapınağı,1.0
activity:9ee81f97,Activity,Senado Meydanı,1.0
activity:e1a03e2f,Activity,Sun Yat Sen’in Müze Evi,1.0
activity:a430dd5a,Activity,Macau Şarap Müzesi,1.0
activity:5ff0d3db,Activity,Macau Casinoları,1.0
activity:a7781d5d,Activity,Wong Tai Sin Tapınağı - Hong Kong,1.0
activity:df2e3e42,Activity,Lam Tsuen Dilek Ağacı - Hong Kong,1.0
activity:ad20fabb,Activity,Tai Po Old Market - Hong Kong,1.0
activity:5029dccb,Activity,Hong Kong Miras Müzesi,1.0
activity:1d5e4841,Activity,Lantau Adası Turu,1.0
activity:731434c6,Activity,Kowloon Turu,1.0
restaurant:47d3c502,Restaurant,Err Restaurant,1.0
restaurant:e3e01077,Restaurant,Sala Rattanakosin Restaurant,1.0
restaurant:84c6c819,Restaurant,Eat Me Restaurant,1.0
trip:12f62707,Trip,Bhutan & Nepal Gezisi,1.0
city:f1a793fb,City,Katmandu,1.0
city:a7549e8a,City,Paro,1.0
city:c230987d,City,Punakha,1.0
city:06da6b56,City,Thimphu,1.0
city:2bc81cbf,City,Bhaktapur,1.0
country:45f1a4b4,Country,Nepal,1.0
