start,type,end
Edinburgh,HAS_HOTEL,Nevis Bank Inn
Edinburgh,HAS_HOTEL,Seasgair Hotel
Pitlochry,HAS_HOTEL,Fonab Castle Hotel
Pitlochry,HAS_HOTEL,The Craigellachie Hotel
Pitlochry,HAS_HOTEL,Nevis Bank Inn
Pitlochry,HAS_HOTEL,Seasgair Hotel
Edinburgh,HAS_RESTAURANT,Nevis Bank Inn and Browns Restaurant
Edinburgh,HAS_RESTAURANT,Rocpool Restaurant
Pitlochry,HAS_RESTAURANT,Nevis Bank Inn and Browns Restaurant
Pitlochry,HAS_RESTAURANT,Rocpool Restaurant
TAYLAND TURU 5 – 18 ŞUBAT,HAS_COUNTRY,Tayland
TAYLAND TURU 5 – 18 ŞUBAT,HAS_CITY,Bangkok
TAYLAND TURU 5 – 18 ŞUBAT,HAS_CITY,Chiang Mai
TAYLAND TURU 5 – 18 ŞUBAT,HAS_CITY,Chiang Rai
TAYLAND TURU 5 – 18 ŞUBAT,HAS_SEASON,Kış
TAYLAND TURU 5 – 18 ŞUBAT,HAS_DATE_START,2025-02-05
TAYLAND TURU 5 – 18 ŞUBAT,HAS_DATE_END,2025-02-18
Bangkok,HAS_HOTEL,The Surin
Chiang Mai,HAS_HOTEL,The Surin
Bangkok,HAS_RESTAURANT,Beach Restaurant (The Surin)
Bangkok,HAS_RESTAURANT,Potong Restaurant
Bangkok,HAS_RESTAURANT,Clara Restaurant
Bangkok,HAS_RESTAURANT,Kalido
Bangkok,HAS_RESTAURANT,Carpe Diem Beach Club
Bangkok,HAS_RESTAURANT,Terrace Rim Naam
Chiang Mai,HAS_RESTAURANT,Beach Restaurant (The Surin)
Chiang Mai,HAS_RESTAURANT,Potong Restaurant
Chiang Mai,HAS_RESTAURANT,Clara Restaurant
Chiang Mai,HAS_RESTAURANT,Kalido
Chiang Mai,HAS_RESTAURANT,Carpe Diem Beach Club
Chiang Mai,HAS_RESTAURANT,Terrace Rim Naam
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),HAS_COUNTRY,Japonya
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),HAS_CITY,Tokyo
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),HAS_CITY,Hakone
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),HAS_CITY,Kyoto
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),HAS_CITY,Nara
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),HAS_CITY,Naoshima
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),HAS_CITY,Teshima
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),HAS_SEASON,İlkbahar
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),HAS_DATE_START,2024-04-06
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),HAS_DATE_END,2024-04-13
Tokyo,HAS_HOTEL,Mitsui Garden Hotel
Tokyo,HAS_HOTEL,Benesse House
Hakone,HAS_HOTEL,Mitsui Garden Hotel
Hakone,HAS_HOTEL,Benesse House
ARLES TURU 03 – 06 EKİM,HAS_COUNTRY,Fransa
ARLES TURU 03 – 06 EKİM,HAS_CITY,Arles
ARLES TURU 03 – 06 EKİM,HAS_CITY,Avignon
ARLES TURU 03 – 06 EKİM,HAS_CITY,Les Baux-de-Provence
ARLES TURU 03 – 06 EKİM,HAS_CITY,L'Isle-sur-la-Sorgue
ARLES TURU 03 – 06 EKİM,HAS_SEASON,Sonbahar
ARLES TURU 03 – 06 EKİM,HAS_DATE_START,2025-10-03
ARLES TURU 03 – 06 EKİM,HAS_DATE_END,2025-10-06
Arles,HAS_RESTAURANT,Restaurant L'Oriel
Arles,HAS_RESTAURANT,Café Tadoa Ando
Arles,HAS_RESTAURANT,La Taula Gallici's Gourmet Restaurant
Avignon,HAS_RESTAURANT,Restaurant L'Oriel
Avignon,HAS_RESTAURANT,Café Tadoa Ando
Avignon,HAS_RESTAURANT,La Taula Gallici's Gourmet Restaurant
PUGLIA TURU 07 – 11 EKİM,HAS_COUNTRY,İtalya
PUGLIA TURU 07 – 11 EKİM,HAS_CITY,Bari
PUGLIA TURU 07 – 11 EKİM,HAS_CITY,Alberobello
PUGLIA TURU 07 – 11 EKİM,HAS_CITY,Matera
PUGLIA TURU 07 – 11 EKİM,HAS_CITY,Monopoli
PUGLIA TURU 07 – 11 EKİM,HAS_CITY,Polignano a Mare
PUGLIA TURU 07 – 11 EKİM,HAS_CITY,Lecce
PUGLIA TURU 07 – 11 EKİM,HAS_SEASON,Sonbahar
PUGLIA TURU 07 – 11 EKİM,HAS_DATE_START,2025-10-07
PUGLIA TURU 07 – 11 EKİM,HAS_DATE_END,2025-10-11
Bari,HAS_HOTEL,Canne Bianche Lifestyle & Hotel
Alberobello,HAS_HOTEL,Canne Bianche Lifestyle & Hotel
PROVENCE TURU 4 – 7 MAYIS,HAS_COUNTRY,Fransa
PROVENCE TURU 4 – 7 MAYIS,HAS_CITY,Provence
PROVENCE TURU 4 – 7 MAYIS,HAS_CITY,L’Isle-sur-la-Sorgue
PROVENCE TURU 4 – 7 MAYIS,HAS_CITY,Roussillon
PROVENCE TURU 4 – 7 MAYIS,HAS_CITY,Gordes
PROVENCE TURU 4 – 7 MAYIS,HAS_CITY,Saint-Rémy-de-Provence
PROVENCE TURU 4 – 7 MAYIS,HAS_CITY,Les Baux-de-Provence
PROVENCE TURU 4 – 7 MAYIS,HAS_CITY,Arles
PROVENCE TURU 4 – 7 MAYIS,HAS_SEASON,İlkbahar
PROVENCE TURU 4 – 7 MAYIS,HAS_DATE_START,2025-05-04
PROVENCE TURU 4 – 7 MAYIS,HAS_DATE_END,2025-05-07
Provence,HAS_RESTAURANT,Tadao Ando Café Restaurant
Provence,HAS_RESTAURANT,Chateau d’Estoublon
L’Isle-sur-la-Sorgue,HAS_RESTAURANT,Tadao Ando Café Restaurant
L’Isle-sur-la-Sorgue,HAS_RESTAURANT,Chateau d’Estoublon
59. Venedik Bienali,HAS_COUNTRY,İtalya
59. Venedik Bienali,HAS_CITY,Venedik
59. Venedik Bienali,HAS_TRANSPORT,Türk Hava Yolları TK1867
Venedik,HAS_RESTAURANT,Trattoria Alla Madonna
Dubai Programı,HAS_COUNTRY,Birleşik Arap Emirlikleri
Dubai Programı,HAS_CITY,Dubai
Dubai Programı,HAS_TRANSPORT,Emirates EK124
Dubai,HAS_HOTEL,Atlantis The Royal
Dubai,HAS_RESTAURANT,Nobu Restaurant - Atlantis the Palm
İzmir’in En Güzel Köyleri - Şirince & Urla,HAS_COUNTRY,Türkiye
İzmir’in En Güzel Köyleri - Şirince & Urla,HAS_CITY,İzmir
İzmir’in En Güzel Köyleri - Şirince & Urla,HAS_CITY,Şirince
İzmir’in En Güzel Köyleri - Şirince & Urla,HAS_CITY,Urla
İzmir,HAS_HOTEL,Güllü Konak
Şirince,HAS_HOTEL,Güllü Konak
İzmir,HAS_RESTAURANT,Artemis Restaurant ve Şarapevi
İzmir,HAS_RESTAURANT,Yengeç Restoran - Urla İskele
Şirince,HAS_RESTAURANT,Artemis Restaurant ve Şarapevi
Şirince,HAS_RESTAURANT,Yengeç Restoran - Urla İskele
Toskana Gezisi,HAS_COUNTRY,İtalya
Toskana Gezisi,HAS_CITY,Bologna
Toskana Gezisi,HAS_CITY,Floransa
Toskana Gezisi,HAS_CITY,Chianti
Toskana Gezisi,HAS_CITY,San Gimignano
Toskana Gezisi,HAS_CITY,Siena
Toskana Gezisi,HAS_CITY,Cortona
Toskana Gezisi,HAS_CITY,Orvieto
Toskana Gezisi,HAS_CITY,Roma
Toskana Gezisi,HAS_TRANSPORT,Türk Hava Yolları TK1323
Toskana Gezisi,HAS_TRANSPORT,Türk Hava Yolları TK1864
Bologna,HAS_HOTEL,Hotel Cerretani Firenze – Mgallery
Montepulciano,HAS_HOTEL,Hotel Cerretani Firenze – Mgallery
Bologna,HAS_RESTAURANT,Buca Mario
Bologna,HAS_RESTAURANT,Osteria delle Tre Panche
Bologna,HAS_RESTAURANT,Ristorante Storico Sabatini
Bologna,HAS_RESTAURANT,Buca Lapi
Bologna,HAS_RESTAURANT,Antico Ristorante Paoli 1827
Montepulciano,HAS_RESTAURANT,Buca Mario
Montepulciano,HAS_RESTAURANT,Osteria delle Tre Panche
Montepulciano,HAS_RESTAURANT,Ristorante Storico Sabatini
Montepulciano,HAS_RESTAURANT,Buca Lapi
Montepulciano,HAS_RESTAURANT,Antico Ristorante Paoli 1827
Avustralya – Yeni Zelanda,HAS_COUNTRY,Avustralya
Avustralya – Yeni Zelanda,HAS_COUNTRY,Yeni Zelanda
Avustralya – Yeni Zelanda,HAS_CITY,Sydney
Avustralya – Yeni Zelanda,HAS_CITY,Auckland
Avustralya – Yeni Zelanda,HAS_CITY,Rotorua
Avustralya – Yeni Zelanda,HAS_CITY,Queenstown
Avustralya – Yeni Zelanda,HAS_CITY,Melbourne
Avustralya – Yeni Zelanda,HAS_TRANSPORT,Türk Hava Yolları TK174
Sydney,HAS_HOTEL,Park Hyatt Sydney
Auckland,HAS_HOTEL,Park Hyatt Sydney
Hindistan Gezisi,HAS_COUNTRY,Hindistan
Hindistan Gezisi,HAS_CITY,Varanasi
Hindistan Gezisi,HAS_CITY,Jaipur
Hindistan Gezisi,HAS_CITY,Udaipur
Hindistan Gezisi,HAS_CITY,Delhi
Hindistan Gezisi,HAS_TRANSPORT,Türk Hava Yolları TK716
Hindistan Gezisi,HAS_TRANSPORT,Air India AI406
Hindistan Gezisi,HAS_TRANSPORT,Indigo 6E7348
Varanasi,HAS_HOTEL,Brijrama Palace
Varanasi,HAS_HOTEL,Rambagh Palace
Varanasi,HAS_HOTEL,Taj Lake Palace
Jaipur,HAS_HOTEL,Brijrama Palace
Jaipur,HAS_HOTEL,Rambagh Palace
Jaipur,HAS_HOTEL,Taj Lake Palace
Varanasi,HAS_RESTAURANT,Udayan Terrace
Varanasi,HAS_RESTAURANT,Neelkamal Restaurant
Varanasi,HAS_RESTAURANT,Spice Route
Varanasi,HAS_RESTAURANT,Bukhara - ITC Maurya Hotel
Varanasi,HAS_RESTAURANT,City Palace Özel Akşam Yemeği
Varanasi,HAS_RESTAURANT,Mewar Terrace
Jaipur,HAS_RESTAURANT,Udayan Terrace
Jaipur,HAS_RESTAURANT,Neelkamal Restaurant
Jaipur,HAS_RESTAURANT,Spice Route
Jaipur,HAS_RESTAURANT,Bukhara - ITC Maurya Hotel
Jaipur,HAS_RESTAURANT,City Palace Özel Akşam Yemeği
Jaipur,HAS_RESTAURANT,Mewar Terrace
Meksika Gezisi,HAS_COUNTRY,Meksika
Meksika Gezisi,HAS_CITY,Mexico City
Meksika Gezisi,HAS_CITY,Mérida
Meksika Gezisi,HAS_CITY,Chichen Itza
Meksika Gezisi,HAS_CITY,Cancún
Meksika Gezisi,HAS_TRANSPORT,Türk Hava Yolları TK2341
Meksika Gezisi,HAS_TRANSPORT,Türk Hava Yolları TK2175
Meksika Gezisi,HAS_TRANSPORT,Türk Hava Yolları TK184
Meksika Gezisi,HAS_TRANSPORT,Aeroméxico AM826D
Meksika Gezisi,HAS_TRANSPORT,Türk Hava Yolları TK181
Mexico City,HAS_HOTEL,The St. Regis Mexico City
Mérida,HAS_HOTEL,The St. Regis Mexico City
Mexico City,HAS_RESTAURANT,Göl kenarında özel yemek
Mexico City,HAS_RESTAURANT,Woodend Restaurant
Mexico City,HAS_RESTAURANT,Ixi’im
Mexico City,HAS_RESTAURANT,Ki’ol
Mérida,HAS_RESTAURANT,Göl kenarında özel yemek
Mérida,HAS_RESTAURANT,Woodend Restaurant
Mérida,HAS_RESTAURANT,Ixi’im
Mérida,HAS_RESTAURANT,Ki’ol
Sicilya Gezisi,HAS_COUNTRY,İtalya
Sicilya Gezisi,HAS_CITY,Katanya
Sicilya Gezisi,HAS_CITY,Taormina
Sicilya Gezisi,HAS_CITY,Savoca
Sicilya Gezisi,HAS_CITY,Forza d’Agrò
Sicilya Gezisi,HAS_CITY,Syracuse
Sicilya Gezisi,HAS_CITY,Ragusa
Sicilya Gezisi,HAS_CITY,Palermo
Sicilya Gezisi,HAS_TRANSPORT,Türk Hava Yolları TK1393
Katanya,HAS_HOTEL,Hotel Metropole Taormina
Taormina,HAS_HOTEL,Hotel Metropole Taormina
Katanya,HAS_RESTAURANT,Osteria Rosso Divino
Katanya,HAS_RESTAURANT,Doba Restaurant and Terrace
Taormina,HAS_RESTAURANT,Osteria Rosso Divino
Taormina,HAS_RESTAURANT,Doba Restaurant and Terrace
Porto Gezisi,HAS_COUNTRY,Portekiz
Porto Gezisi,HAS_CITY,Porto
Porto,HAS_HOTEL,Maison Albar Hotels Le Monumental Palace
Porto,HAS_RESTAURANT,Enoteca 1756 Restaurant
Porto,HAS_RESTAURANT,Marisqueira A Antiga
Porto,HAS_RESTAURANT,Casa de Chá de Boa Nova
Porto,HAS_RESTAURANT,Vinum Restaurant & Wine Bar
Kahire Gezisi,HAS_COUNTRY,Mısır
Kahire Gezisi,HAS_CITY,Kahire
Kahire,HAS_HOTEL,Four Seasons Hotel Cairo at Nile Plaza
Kahire,HAS_RESTAURANT,Riviera - Four Seasons Hotel Cairo at Nile Plaza
Endülüs Gezisi,HAS_COUNTRY,İspanya
Endülüs Gezisi,HAS_CITY,Granada
Endülüs Gezisi,HAS_CITY,Córdoba
Endülüs Gezisi,HAS_CITY,Sevilla
Endülüs Gezisi,HAS_CITY,Ronda
Avustralya Gezisi,HAS_COUNTRY,Avustralya
Avustralya Gezisi,HAS_CITY,Melbourne
Avustralya Gezisi,HAS_CITY,Ballarat
Avustralya Gezisi,HAS_CITY,Hobart
Avustralya Gezisi,HAS_CITY,Adelaide
Avustralya Gezisi,HAS_CITY,Hahndorf
Avustralya Gezisi,HAS_CITY,Barossa Valley
Avustralya Gezisi,HAS_CITY,Brisbane
Avustralya Gezisi,HAS_CITY,Surfers Paradise
Avustralya Gezisi,HAS_CITY,Sydney
Avustralya Gezisi,HAS_CITY,Canberra
Avustralya Gezisi,HAS_TRANSPORT,Türk Hava Yolları TK168
Avustralya Gezisi,HAS_TRANSPORT,Türk Hava Yolları TK169
Avustralya Gezisi,HAS_TRANSPORT,Melbourne - Hobart İç Hat Uçuşu
Avustralya Gezisi,HAS_TRANSPORT,Hobart - Adelaide İç Hat Uçuşu
Avustralya Gezisi,HAS_TRANSPORT,Adelaide - Brisbane İç Hat Uçuşu
Melbourne,HAS_HOTEL,"The Tasman, a Luxury Collection Hotel, Hobart"
Ballarat,HAS_HOTEL,"The Tasman, a Luxury Collection Hotel, Hobart"
Melbourne,HAS_RESTAURANT,Nehir Kenarı Restoran - Adelaide
Melbourne,HAS_RESTAURANT,Yerel Lüks Restoran - Adelaide
Ballarat,HAS_RESTAURANT,Nehir Kenarı Restoran - Adelaide
Ballarat,HAS_RESTAURANT,Yerel Lüks Restoran - Adelaide
Barselona Gezisi,HAS_COUNTRY,İspanya
Barselona Gezisi,HAS_CITY,Barselona
Barselona Gezisi,HAS_CITY,Girona
Barselona Gezisi,HAS_TRANSPORT,Türk Hava Yolları TK1467
Barselona,HAS_HOTEL,Almanac Barcelona
Girona,HAS_HOTEL,Almanac Barcelona
Barselona,HAS_RESTAURANT,Maná 75
Barselona,HAS_RESTAURANT,El Tribut
Barselona,HAS_RESTAURANT,BarcelonaMilona
Barselona,HAS_RESTAURANT,Restaurant Normal
Girona,HAS_RESTAURANT,Maná 75
Girona,HAS_RESTAURANT,El Tribut
Girona,HAS_RESTAURANT,BarcelonaMilona
Girona,HAS_RESTAURANT,Restaurant Normal
Puglia Gezisi,HAS_COUNTRY,İtalya
Puglia Gezisi,HAS_CITY,Lecce
Puglia Gezisi,HAS_CITY,Alberobello
Puglia Gezisi,HAS_CITY,Locorotondo
Puglia Gezisi,HAS_CITY,Monopoli
Puglia Gezisi,HAS_CITY,Polignano a Mare
Puglia Gezisi,HAS_CITY,Matera
Puglia Gezisi,HAS_CITY,Napoli
Puglia Gezisi,HAS_CITY,Pompei
Lecce,HAS_RESTAURANT,Ristorante Blunotte
Lecce,HAS_RESTAURANT,Ristorante La Cantina
Lecce,HAS_RESTAURANT,Pizzeria Casa Pinto
Alberobello,HAS_RESTAURANT,Ristorante Blunotte
Alberobello,HAS_RESTAURANT,Ristorante La Cantina
Alberobello,HAS_RESTAURANT,Pizzeria Casa Pinto
Alegra Benardete ile Sicilya’da Nefes,HAS_COUNTRY,İtalya
Alegra Benardete ile Sicilya’da Nefes,HAS_CITY,Siracusa
Alegra Benardete ile Sicilya’da Nefes,HAS_CITY,Ortigia
Alegra Benardete ile Sicilya’da Nefes,HAS_CITY,Noto
Alegra Benardete ile Sicilya’da Nefes,HAS_CITY,Taormina
Siracusa,HAS_HOTEL,Casa Di Melo Otel
Ortigia,HAS_HOTEL,Casa Di Melo Otel
Arjantin Gezisi,HAS_COUNTRY,Arjantin
Arjantin Gezisi,HAS_CITY,Buenos Aires
Arjantin Gezisi,HAS_CITY,Ushuaia
Arjantin Gezisi,HAS_CITY,Puerto Madryn
Buenos Aires,HAS_RESTAURANT,Tango House
Ushuaia,HAS_RESTAURANT,Tango House
Bangkok & Hong Kong Gezisi,HAS_COUNTRY,Tayland
Bangkok & Hong Kong Gezisi,HAS_COUNTRY,Çin
Bangkok & Hong Kong Gezisi,HAS_CITY,Bangkok
Bangkok & Hong Kong Gezisi,HAS_CITY,Macau
Bangkok & Hong Kong Gezisi,HAS_CITY,Hong Kong
Bangkok & Hong Kong Gezisi,HAS_TRANSPORT,Türk Hava Yolları TK68
Bangkok & Hong Kong Gezisi,HAS_TRANSPORT,Macau - Hong Kong Feribot
Bangkok,HAS_HOTEL,Lebua at State Tower Hotel
Macau,HAS_HOTEL,Lebua at State Tower Hotel
Bangkok,HAS_RESTAURANT,Err Restaurant
Bangkok,HAS_RESTAURANT,Sala Rattanakosin Restaurant
Bangkok,HAS_RESTAURANT,Eat Me Restaurant
Macau,HAS_RESTAURANT,Err Restaurant
Macau,HAS_RESTAURANT,Sala Rattanakosin Restaurant
Macau,HAS_RESTAURANT,Eat Me Restaurant
Bhutan & Nepal Gezisi,HAS_COUNTRY,Nepal
Bhutan & Nepal Gezisi,HAS_COUNTRY,Bhutan
Bhutan & Nepal Gezisi,HAS_CITY,Katmandu
Bhutan & Nepal Gezisi,HAS_CITY,Paro
Bhutan & Nepal Gezisi,HAS_CITY,Punakha
Bhutan & Nepal Gezisi,HAS_CITY,Thimphu
Bhutan & Nepal Gezisi,HAS_CITY,Bhaktapur
Bhutan & Nepal Gezisi,HAS_TRANSPORT,İstanbul - Katmandu Uçuşu
Bhutan & Nepal Gezisi,HAS_TRANSPORT,Katmandu - Paro Uçuşu
Bilbao & San Sebastián Gezisi,HAS_COUNTRY,İspanya
Bilbao & San Sebastián Gezisi,HAS_COUNTRY,Fransa
Bilbao & San Sebastián Gezisi,HAS_CITY,Bilbao
Bilbao & San Sebastián Gezisi,HAS_CITY,San Sebastián
Bilbao & San Sebastián Gezisi,HAS_CITY,Hondarribia
Bilbao & San Sebastián Gezisi,HAS_CITY,Saint-Jean-de-Luz
Bilbao & San Sebastián Gezisi,HAS_CITY,Biarritz
Bilbao & San Sebastián Gezisi,HAS_TRANSPORT,İstanbul - Bilbao Uçuşu
Bilbao,HAS_HOTEL,Hotel Du Palais Biarritz
San Sebastián,HAS_HOTEL,Hotel Du Palais Biarritz
Bilbao,HAS_RESTAURANT,Hotel Du Palais Biarritz - Le Sunset
San Sebastián,HAS_RESTAURANT,Hotel Du Palais Biarritz - Le Sunset
Brezilya & Arjantin Gezisi,HAS_COUNTRY,Brezilya
Brezilya & Arjantin Gezisi,HAS_COUNTRY,Arjantin
Brezilya & Arjantin Gezisi,HAS_CITY,Rio de Janeiro
Brezilya & Arjantin Gezisi,HAS_CITY,Foz do Iguaçu
Brezilya & Arjantin Gezisi,HAS_CITY,Buenos Aires
Brezilya & Arjantin Gezisi,HAS_TRANSPORT,Türk Hava Yolları İstanbul - Rio Uçuşu
Brezilya & Arjantin Gezisi,HAS_TRANSPORT,LATAM Airlines LA3290 Rio - Iguazú
Brezilya & Arjantin Gezisi,HAS_TRANSPORT,Aerolineas Argentinas AR1783 Iguazú - Buenos Aires
Rio de Janeiro,HAS_HOTEL,Park Hyatt - Palacio Duhau Hotel
Foz do Iguaçu,HAS_HOTEL,Park Hyatt - Palacio Duhau Hotel
Rio de Janeiro,HAS_RESTAURANT,Rio Restaurant Önerileri
Rio de Janeiro,HAS_RESTAURANT,Buenos Aires Restaurant Önerileri
Foz do Iguaçu,HAS_RESTAURANT,Rio Restaurant Önerileri
Foz do Iguaçu,HAS_RESTAURANT,Buenos Aires Restaurant Önerileri
Burgonya Gezisi,HAS_COUNTRY,Fransa
Burgonya Gezisi,HAS_CITY,Beaune
Burgonya Gezisi,HAS_CITY,Dijon
Burgonya Gezisi,HAS_CITY,Nuits-Saint-Georges
Burgonya Gezisi,HAS_CITY,Vézelay
Burgonya Gezisi,HAS_CITY,Cluny
Burgonya Gezisi,HAS_CITY,Fleurie
Burgonya Gezisi,HAS_TRANSPORT,İstanbul - Lyon Uçuşu
Beaune,HAS_RESTAURANT,Auberge de la Madone - Fleurie
Dijon,HAS_RESTAURANT,Auberge de la Madone - Fleurie
San Sebastián ve Bask Bölgesi Gezisi (Can Özdemir),HAS_COUNTRY,İspanya
San Sebastián ve Bask Bölgesi Gezisi (Can Özdemir),HAS_COUNTRY,Fransa
San Sebastián ve Bask Bölgesi Gezisi (Can Özdemir),HAS_CITY,San Sebastián
San Sebastián ve Bask Bölgesi Gezisi (Can Özdemir),HAS_CITY,Getaria
San Sebastián ve Bask Bölgesi Gezisi (Can Özdemir),HAS_CITY,Saint-Jean-de-Luz
San Sebastián ve Bask Bölgesi Gezisi (Can Özdemir),HAS_CITY,Biarritz
San Sebastián ve Bask Bölgesi Gezisi (Can Özdemir),HAS_CITY,Bilbao
San Sebastián,HAS_HOTEL,Hotel de Londres y de Inglaterra
San Sebastián,HAS_HOTEL,Hotel Villa Favorita
San Sebastián,HAS_HOTEL,Hotel Zenit Convento San Martín
Getaria,HAS_HOTEL,Hotel de Londres y de Inglaterra
Getaria,HAS_HOTEL,Hotel Villa Favorita
Getaria,HAS_HOTEL,Hotel Zenit Convento San Martín
San Sebastián,HAS_RESTAURANT,Elkano Restoran - Getaria
